譯文ID	作業ID	原文ID	原文對話序號	語言別	內容
8771	123	5	24	en-US	Next, I’m going to tell your rights and obligations.
8772	123	5	25	en-US	First, you have the right to remain silent and do not make statement against your will.
8773	123	5	26	en-US	Second, you have the right to the lawyer. If you come from the low-income family, a medium-and-low income family, or if you are an aborigine or meet other qualification set by the law, you may ask the court for legal assistance
8774	123	5	27	en-US	You have the right to ask the court to investigate any evidence which may help you with your case.
8775	123	5	28	en-US	Do you fully understand your right?
8776	123	5	29	zh-TW	我了解。
8777	123	5	30	en-US	Today, we are here for the preparation procedure for the case of adultery. The defendant, YuHua Chen filed this case. She filed this case mainly because her husband, John Anderston, has the intimate relationship with his co-worker in the cram school. She found some intimate message in her husband’s cell phone. Moreover, her husband often makes up reasons for working so he can have the time with his co-worker, Cai Yan Wang. The defendant searched the message between her husband and the colleague is not the normal relationship about friends. As a result, the defendant filed this case. Plaintiff, your wife sued you with the crime of adultery, what do you have to say?
8778	123	5	31	zh-TW	無罪答辯。
8779	123	5	32	en-US	In preparation procedure today, we mainly want to know the details of message between the husband and his co-worker, This action is mainly for finding out if this case constituted the crime of adultery or not. Do both parties understand the procedure?
8780	123	5	33	en-US	I understand.
8781	123	5	34	zh-TW	我明白。
8782	123	5	35	en-US	First, defendant, how long has you married with your husband? Do you have any kids?
8783	123	5	36	en-US	We have been married for four years and we do not have children.
8784	123	5	37	en-US	Did you get married in Taiwan or in other countries?
8785	123	5	38	en-US	We knew each other in Taiwan. Four years ago, he came to Taiwan and he mainly what to teach Portuguese.
8786	123	5	39	en-US	So, in the past few years, did the husband teach Portuguese in Taiwan, is this his job?
8787	123	5	40	en-US	When we first knew each other, he was the Portuguese teacher. After we got married, he kept teaching Portuguese. However, Portuguese is not quite popular in Taiwan so the teaching hours of my husband is not very much. And there might be the period between two jobs in one to two months. Then, because he wanted to have the more concrete salaries so he started teaching English. However, he is not a native speaker of English so he seeks for advance degree in Taiwan.
8788	123	5	41	en-US	You just mentioned that he decided to have the advanced degree, do you mean that he want to have a degree in Taiwan?
8789	123	5	42	en-US	No. He wants to teach English in Taiwan so the advanced education is for the English teaching. He found the distance learning program which was provided from the California in America. In this way, he can finish the online program without going to the foreign country. In this way, after he finishes all the credits, he can get the master degree. He planned to find the English teach position after he gets the master degree of English teaching. 
8790	123	5	43	en-US	So, what is the relationship between your husband and the person he had an affair with?
8791	123	5	44	en-US	They are the co-worker in the cram school. In that cram school, they arranged a Chinese teacher to partner with the foreign teacher. And that woman is my husband’s partner.
8792	123	5	45	en-US	How do you know there is an affair between them? 
8793	123	5	46	en-US	At first, I just noticed that my husband often stay in the cram school for extra working. I asked my husband many times why you have to work extra time because it is just an English cram school. He told me that because he had to partner with the Chinese teacher, they have to communicate many details. At first, I really didn’t suspect him; however, I found that he often got some calls after he returned home. When he got the phone call, he didn’t get it in front of me and he even went to the study room to pick the phone call. Then, I was doubtful for it so I check his cell phone. 
8794	123	5	47	en-US	So, did you find some unusual message in the cell phone?
8795	123	5	48	en-US	In the records, I found the same number so I was very curious and I go to check his message box. After my checking, I found that my husband send message to the same woman almost every day.
8796	123	5	49	en-US	I think the message is acceptable, is there any unappropriated words? 
8797	123	5	50	en-US	If it is just the normal language then I can just ignore it. However, my husband is married, how could he let that woman send some intimate to him? I provide some intimate records to the court, I think they are in the investigate file.
8798	123	5	51	en-US	Please check the investigate file one page thirteen. Plaintiff, please read it, here are some messages from your cell phone. Are these messages from your cell phone?
8799	123	5	52	zh-TW	沒錯，這是我手機上的簡訊。
8800	123	5	53	en-US	Now, I want to ask you some questions about the message. The first message was sent from number 0958-932-XXX, and this message was sent at nine-fifty p.m. November twelve, 2012. And the content is “I really miss you, my love,” What does this mean?
8801	123	5	54	zh-TW	恩這是我一個同事傳給我的，我記得我那時請了兩天的假，她有點擔心我的狀況，所以她才傳給我這個簡訊。我同事在美國讀過書所以她也比較開放。她就是這樣子講話來表達自己的情感的。至於那句”my love”，那只是我們叫彼此之間的方式罷了。
8802	123	5	55	en-US	Do you mean that because your co-work has ever received education in America so she might be westernized? So…she might be open-mind to express her thoughts? So, as to “my love”, there isn’t any meaning behind it?
8803	123	5	56	zh-TW	不是啊，那就只是一個詞來稱呼好朋友罷了。
8804	123	5	57	en-US	How about the prior sentence? 
8805	123	5	58	zh-TW	就像我剛剛說的啊，她很擔心我，我們又是工作上的搭檔。當我請了兩天的假，她當然會很想我啊。
8806	123	5	59	en-US	So the co-work sent to such a message only because you had two day off for the work? Without your assistance of teaching, she miss you? That’s all?
8807	123	5	60	zh-TW	對啊，就這樣子而已，那簡訊沒什麼啦。
8808	123	5	61	en-US	Ok, let’s see the next text message, also sent from the same cell phone, sent at nine fifty p.m. January thirteenth 2013. The content is “I want you by my side, when can we be truly together?” How about this message? Why did she send such message to you?
8809	123	5	62	zh-TW	她傳這簡訊給我是要教我怎麼樣寫我中文課的一個作業。
8810	123	5	63	en-US	Do you mean that your co-worker send you such a text message is to help your homework? 
8811	123	5	64	zh-TW	就像我太太剛剛說的，我正在接受碩士的進修課程。在那個課程中，我必須要修完30個學分才能得到這個學位，那當然啊，我必須要完成指定的作業。
8812	123	5	65	en-US	Could you explain that what kind of education are you receiving now?
8813	123	5	66	zh-TW	我的學位是英語教學，這個課程一部分是在上英語教學，而其他部分主要是在上有關文化和溝通方面的事物。
8814	123	5	67	en-US	Do you mean that you are receiving for the English teaching master degree but there is some culture communication programs in that case?
8815	123	5	68	zh-TW	對，我記得至少有3個學分和文化溝通有關吧。
8816	123	5	69	en-US	What kinds of assignments are given for the culture and communication?
8817	123	5	70	zh-TW	文化溝通課程的作業是因人而異的，舉我的例子來說，我在台灣然後我又想當一位英文老師，為了成為英文老師，我必須有足夠的中文能力，因此我的作業大多是和中英文翻譯有關。
8818	123	5	71	en-US	Do you mean that because you want to teach English in Taiwan, this program ask you to show the good Chinese competence? As a result, you have to finish the assignments given by the program, and the assignments are about translations.
8819	123	5	72	zh-TW	沒錯，我也被要求要訓練好我的口說和寫作的能力。
8820	123	5	73	en-US	Okay, let’s go back to the words you said, is this your assignment? 
8821	123	5	74	zh-TW	對啊沒錯，我記得那句話，當我拿到這份英文作業時，我不知道怎樣用英文表達，你也知道，對外國人來說，中文字是很難的，我需要幫助所以我請我的同事來幫我。我請她幫我翻譯之後再傳簡訊告訴我。
8822	123	5	75	en-US	Because you ask your co-worker to translate, she sent you the Chinese answer. Is this what you mean? That is to say, the message is only the answer to the assignment, do you mean this? 
